RegionCode,RegionName,CountryCode,CountryName,Year,Sex,SuicideCount,CauseSpecificDeathPercentage,StdDeathRate,DeathRatePer100K,Population,GDP,GDPPerCapita,GNI,GNIPerCapita,InflationRate,EmploymentPopulationRatio
EU,Europe,ALB,Albania,1998,Female,61,0.89442815,3.43427377,3.57834223,3128530.0,2545964541.0,813.7893966,2700757967.0,3110.0,20.64285887,49.373
EU,Europe,ALB,Albania,1999,Male,101,1.1364915,6.1376203,6.07701564,3108778.0,3212121651.0,1033.242532,2956593292.0,3550.0,0.389437654,48.201
EU,Europe,ALB,Albania,1999,Female,53,0.82644628,2.88340706,3.09687975,3108778.0,3212121651.0,1033.242532,2956593292.0,3550.0,0.389437654,48.201
EU,Europe,ALB,Albania,2000,Male,39,0.41082903,2.65032516,2.44974874,3089027.0,3480355258.0,1126.68334,3406993379.0,3980.0,0.050018136,48.925
EU,Europe,ALB,Albania,2000,Female,18,0.26019081,1.09826264,1.1826544,3089027.0,3480355258.0,1126.68334,3406993379.0,3980.0,0.050018136,48.925
EU,Europe,ALB,Albania,2001,Male,84,0.96374484,5.79343945,5.48860689,3060173.0,3922100794.0,1281.659826,3906029741.0,4440.0,3.10758827,48.76
EU,Europe,ALB,Albania,2001,Female,35,0.54457756,2.30295001,2.27445231,3060173.0,3922100794.0,1281.659826,3906029741.0,4440.0,3.10758827,48.76
EU,Europe,ALB,Albania,2002,Male,91,0.9974789,6.41575032,5.91792168,3051010.0,4348068242.0,1425.124219,4175916870.0,4780.0,7.770525834,48.943
EU,Europe,ALB,Albania,2002,Female,42,0.58947368,2.77085591,2.71590121,3051010.0,4348068242.0,1425.124219,4175916870.0,4780.0,7.770525834,48.943
EU,Europe,ALB,Albania,2003,Male,73,0.72912505,4.78402369,4.71966484,3039616.0,5611496257.0,1846.120121,5006223195.0,5130.0,0.484002612,48.608
EU,Europe,ALB,Albania,2003,Female,51,0.64126745,3.30582648,3.27754228,3039616.0,5611496257.0,1846.120121,5006223195.0,5130.0,0.484002612,48.608
EU,Europe,ALB,Albania,2004,Male,89,0.89456227,5.97194565,5.71107358,3026939.0,7184685782.0,2373.581292,6361564927.0,5560.0,2.280019169,48.118
EU,Europe,ALB,Albania,2004,Female,57,0.73086293,3.54280843,3.63314885,3026939.0,7184685782.0,2373.581292,6361564927.0,5560.0,2.280019169,48.118
EU,Europe,ALB,Albania,2005,Male,0,0.0,0.0,0.0,3011487.0,8052077248.0,2673.787816,7887616711.0,5980.0,2.366581957,47.416
EU,Europe,ALB,Albania,2005,Female,0,0.0,0.0,0.0,3011487.0,8052077248.0,2673.787816,7887616711.0,5980.0,2.366581957,47.416
EU,Europe,ALB,Albania,2006,Male,0,0.0,0.0,0.0,2992547.0,8896075005.0,2972.743621,9130490635.0,6760.0,2.370728319,46.701
EU,Europe,ALB,Albania,2006,Female,0,0.0,0.0,0.0,2992547.0,8896075005.0,2972.743621,9130490635.0,6760.0,2.370728319,46.701
EU,Europe,ALB,Albania,2007,Male,77,0.9529703,5.2266231,5.19001522,2970017.0,10677324853.0,3595.038295,10274253836.0,7490.0,2.932682482,45.606
EU,Europe,ALB,Albania,2007,Female,47,0.72890819,3.04093983,3.16199577,2970017.0,10677324853.0,3595.038295,10274253836.0,7490.0,2.932682482,45.606
EU,Europe,ALB,Albania,2008,Male,99,1.09719605,6.80228735,6.72248822,2947314.0,12881352894.0,4370.539716,11892990139.0,8270.0,3.320870904,46.243
EU,Europe,ALB,Albania,2008,Female,61,0.85674157,3.91649367,4.13657198,2947314.0,12881352894.0,4370.539716,11892990139.0,8270.0,3.320870904,46.243
EU,Europe,ALB,Albania,2009,Male,0,0.0,0.0,0.0,2927519.0,12044205550.0,4114.134033,12529413394.0,8670.0,2.266922095,47.473
EU,Europe,ALB,Albania,2009,Female,0,0.0,0.0,0.0,2927519.0,12044205550.0,4114.134033,12529413394.0,8670.0,2.266922095,47.473
EU,Europe,ALB,Albania,2010,Male,61,0.93115555,3.86359392,4.18477209,2913021.0,11926926616.0,4094.349686,12709390046.0,9530.0,3.626046956,47.422
EU,Europe,ALB,Albania,2010,Female,35,0.62634216,2.27848501,2.4048983,2913021.0,11926926616.0,4094.349686,12709390046.0,9530.0,3.626046956,47.422
AS,Asia,ARM,Armenia,1994,Male,76,0.55861816,4.86343004,4.18917429,3373713.0,1315158637.0,389.8252865,1311101988.0,1580.0,3373.759443,59.578
AS,Asia,ARM,Armenia,1994,Female,36,0.32588033,1.84469615,1.86267915,3373713.0,1315158637.0,389.8252865,1311101988.0,1580.0,3373.759443,59.578
AS,Asia,ARM,Armenia,1995,Male,95,0.71444687,5.69386564,5.21920668,3322782.0,1468317435.0,441.8940018,1507765895.0,1810.0,175.9513255,59.147
AS,Asia,ARM,Armenia,1995,Female,35,0.30316154,1.76096605,1.80430972,3322782.0,1468317435.0,441.8940018,1507765895.0,1810.0,175.9513255,59.147
AS,Asia,ARM,Armenia,1996,Male,63,0.47727273,4.07547032,3.4471438,3298898.0,1596968946.0,484.091641,1641719919.0,1960.0,18.68118564,57.216
AS,Asia,ARM,Armenia,1996,Female,24,0.2045164,1.14560479,1.23329908,3298898.0,1596968946.0,484.091641,1641719919.0,1960.0,18.68118564,57.216
AS,Asia,ARM,Armenia,1997,Male,62,0.49190733,3.51430236,3.37856248,3271418.0,1639492445.0,501.1565152,1746181543.0,2140.0,13.96076412,56.033
AS,Asia,ARM,Armenia,1997,Female,15,0.13179861,0.72795413,0.7688759,3271418.0,1639492445.0,501.1565152,1746181543.0,2140.0,13.96076412,56.033
AS,Asia,ARM,Armenia,1998,Male,48,0.39840637,2.72147281,2.60671228,3240550.0,1893726437.0,584.3842673,1824147622.0,2290.0,8.672486324,56.717
AS,Asia,ARM,Armenia,1998,Female,18,0.16126142,0.85496906,0.92151743,3240550.0,1893726437.0,584.3842673,1824147622.0,2290.0,8.672486324,56.717
AS,Asia,ARM,Armenia,1999,Male,49,0.39724362,2.63852531,2.6535254,3206030.0,1845482173.0,575.6284792,1893129003.0,2420.0,0.64824576,55.398
AS,Asia,ARM,Armenia,1999,Female,18,0.15316542,0.82255374,0.92109303,3206030.0,1845482173.0,575.6284792,1893129003.0,2420.0,0.64824576,55.398
AS,Asia,ARM,Armenia,2000,Male,47,0.38282968,2.63798011,2.54260211,3168523.0,1911563669.0,603.2980252,2031449553.0,2650.0,-0.790883769,55.273
AS,Asia,ARM,Armenia,2000,Female,14,0.11916922,0.68016734,0.71651569,3168523.0,1911563669.0,603.2980252,2031449553.0,2650.0,-0.790883769,55.273
AS,Asia,ARM,Armenia,2001,Male,48,0.38498556,2.59534088,2.59855704,3133133.0,2118467913.0,676.1500113,2172115724.0,3000.0,3.145904647,55.084
AS,Asia,ARM,Armenia,2001,Female,12,0.10403121,0.58786767,0.61411136,3133133.0,2118467913.0,676.1500113,2172115724.0,3000.0,3.145904647,55.084
AS,Asia,ARM,Armenia,2002,Male,62,0.47353548,3.93077763,4.01820376,3105037.0,2376335048.0,765.3161777,2436136799.0,3500.0,1.060049293,54.845
AS,Asia,ARM,Armenia,2002,Female,12,0.09630046,0.6654483,0.71915456,3105037.0,2376335048.0,765.3161777,2436136799.0,3500.0,1.060049293,54.845
AS,Asia,ARM,Armenia,2003,Male,50,0.37374794,3.34168132,3.23589409,3084102.0,2807061009.0,910.1712617,2892531562.0,4090.0,4.721553366,54.596
AS,Asia,ARM,Armenia,2003,Female,9,0.07122507,0.50911645,0.54018399,3084102.0,2807061009.0,910.1712617,2892531562.0,4090.0,4.721553366,54.596
AS,Asia,ARM,Armenia,2006,Male,61,0.43185841,4.24406729,4.38780736,3026486.0,6384452067.0,2109.526384,5964254729.0,6570.0,2.892356625,54.187
AS,Asia,ARM,Armenia,2006,Female,17,0.12999924,0.91399635,1.0841249,3026486.0,6384452067.0,2109.526384,5964254729.0,6570.0,2.892356625,54.187
AS,Asia,ARM,Armenia,2007,Male,51,0.36648462,3.47748276,3.70505711,3004393.0,9206301270.0,3064.279963,8093596689.0,7780.0,4.407360896,54.27
AS,Asia,ARM,Armenia,2007,Female,20,0.15487068,0.98746507,1.28524958,3004393.0,9206301270.0,3064.279963,8093596689.0,7780.0,4.407360896,54.27
AS,Asia,ARM,Armenia,2008,Male,44,0.30739137,2.69222441,2.81076344,2983421.0,11662040714.0,3908.94906,10461447034.0,8580.0,8.949953354,54.037
AS,Asia,ARM,Armenia,2008,Female,19,0.14506031,1.0232763,1.13866548,2983421.0,11662040714.0,3908.94906,10461447034.0,8580.0,8.949953354,54.037
AS,Asia,ARM,Armenia,2009,Male,43,0.30169087,3.09126975,3.18030166,2964296.0,8647937081.0,2917.366242,9633680635.0,7340.0,3.406766827,54.557
AS,Asia,ARM,Armenia,2009,Female,10,0.07514842,0.50278093,0.65103277,2964296.0,8647937081.0,2917.366242,9633680635.0,7340.0,3.406766827,54.557
AS,Asia,ARM,Armenia,2010,Male,54,0.37004043,3.85683291,4.01084116,2946293.0,9260285756.0,3143.02948,9988482237.0,7690.0,8.176361385,54.575
AS,Asia,ARM,Armenia,2010,Female,19,0.14255702,1.10001985,1.24104893,2946293.0,9260285756.0,3143.02948,9988482237.0,7690.0,8.176361385,54.575
AS,Asia,ARM,Armenia,2011,Male,51,0.34888494,3.57374379,3.78791255,2928976.0,10142111825.0,3462.681778,10160338859.0,8160.0,7.650008079,54.481
AS,Asia,ARM,Armenia,2011,Female,16,0.11989509,0.76755613,1.04565049,2928976.0,10142111825.0,3462.681778,10160338859.0,8160.0,7.650008079,54.481
AS,Asia,ARM,Armenia,2012,Male,59,0.41351276,3.91164381,4.06739466,2914421.0,10619320683.0,3643.715401,11192556125.0,9640.0,2.558020078,54.347
AS,Asia,ARM,Armenia,2012,Female,20,0.150015,1.08449938,1.27099768,2914421.0,10619320683.0,3643.715401,11192556125.0,9640.0,2.558020078,54.347
AS,Asia,ARM,Armenia,2013,Male,43,0.31094078,2.8085686,2.97049128,2901385.0,11121464437.0,3833.157074,11911914267.0,10430.0,5.789667785,54.262
AS,Asia,ARM,Armenia,2013,Female,24,0.17954664,1.12922655,1.52438347,2901385.0,11121464437.0,3833.157074,11911914267.0,10430.0,5.789667785,54.262
AS,Asia,ARM,Armenia,2014,Male,43,0.30241227,2.51873738,2.98337014,2889930.0,11609513247.0,4017.229914,12047457702.0,10570.0,2.981308689,54.165
AS,Asia,ARM,Armenia,2014,Female,15,0.11115228,0.75731641,0.95388537,2889930.0,11609513247.0,4017.229914,12047457702.0,10570.0,2.981308689,54.165
OA,Oceania,AUS,Australia,1991,Male,1806,2.83872996,19.98860648,20.96246257,17284036.0,326000000000.0,18859.40796,315000000000.0,17120.0,3.17667537,57.094
OA,Oceania,AUS,Australia,1991,Female,482,0.87795993,5.22823156,5.56029809,17284036.0,326000000000.0,18859.40796,315000000000.0,17120.0,3.17667537,57.094
OA,Oceania,AUS,Australia,1992,Male,1786,2.71903783,19.48194336,20.50281254,17478635.0,326000000000.0,18623.79174,325000000000.0,17550.0,1.012231126,56.124
OA,Oceania,AUS,Australia,1992,Female,466,0.81435786,4.8804145,5.31259975,17478635.0,326000000000.0,18623.79174,325000000000.0,17550.0,1.012231126,56.124
OA,Oceania,AUS,Australia,1993,Male,1641,2.53934358,17.67095281,18.65578318,17634808.0,312000000000.0,17699.55774,334000000000.0,18710.0,1.753653445,55.664
OA,Oceania,AUS,Australia,1993,Female,398,0.70862637,4.12348188,4.49149099,17634808.0,312000000000.0,17699.55774,334000000000.0,18710.0,1.753653445,55.664
OA,Oceania,AUS,Australia,1994,Male,1865,2.75695892,19.90309002,20.99114208,17805468.0,323000000000.0,18129.40219,337000000000.0,19730.0,1.969634797,56.831
OA,Oceania,AUS,Australia,1994,Female,418,0.70447459,4.3111096,4.66846108,17805468.0,323000000000.0,18129.40219,337000000000.0,19730.0,1.969634797,56.831
OA,Oceania,AUS,Australia,1995,Male,1711,2.58638933,18.06133547,19.03268148,18004882.0,368000000000.0,20448.12197,349000000000.0,20310.0,4.6277666,58.167
OA,Oceania,AUS,Australia,1995,Female,459,0.77859954,4.75903738,5.05874314,18004882.0,368000000000.0,20448.12197,349000000000.0,20310.0,4.6277666,58.167
OA,Oceania,AUS,Australia,1996,Male,1966,2.89202707,20.42004851,21.58470845,18224767.0,401000000000.0,22021.78391,375000000000.0,21350.0,2.615384615,58.124
OA,Oceania,AUS,Australia,1996,Female,460,0.76318147,4.65120449,4.99788133,18224767.0,401000000000.0,22021.78391,375000000000.0,21350.0,2.615384615,58.124
OA,Oceania,AUS,Australia,1997,Male,2089,3.10152329,21.60115609,22.69869809,18423037.0,436000000000.0,23646.62305,406000000000.0,22350.0,0.224887556,57.846
OA,Oceania,AUS,Australia,1997,Female,557,0.90803867,5.5659049,5.97999247,18423037.0,436000000000.0,23646.62305,406000000000.0,22350.0,0.224887556,57.846
OA,Oceania,AUS,Australia,1998,Male,2108,3.140129,21.56089538,22.67965504,18607584.0,400000000000.0,21479.1142,408000000000.0,23610.0,0.86013463,58.171
OA,Oceania,AUS,Australia,1998,Female,525,0.87170206,5.17347922,5.57526249,18607584.0,400000000000.0,21479.1142,408000000000.0,23610.0,0.86013463,58.171
OA,Oceania,AUS,Australia,1999,Male,1999,2.97536653,20.07538623,21.2737699,18812264.0,390000000000.0,20712.66978,407000000000.0,24690.0,1.483129403,58.451
OA,Oceania,AUS,Australia,1999,Female,489,0.80303478,4.87239226,5.1315379,18812264.0,390000000000.0,20712.66978,407000000000.0,24690.0,1.483129403,58.451
OA,Oceania,AUS,Australia,2000,Male,1887,2.81398193,18.67211983,19.85201778,19028802.0,416000000000.0,21870.41597,405000000000.0,25780.0,4.457435148,59.178
OA,Oceania,AUS,Australia,2000,Female,505,0.81813174,4.89242544,5.23421886,19028802.0,416000000000.0,21870.41597,405000000000.0,25780.0,4.457435148,59.178
OA,Oceania,AUS,Australia,2001,Male,1936,2.89755294,18.95002336,20.10248112,19274701.0,380000000000.0,19695.72974,392000000000.0,26870.0,4.407135362,59.037
OA,Oceania,AUS,Australia,2001,Female,523,0.84570357,4.89492428,5.34623353,19274701.0,380000000000.0,19695.72974,392000000000.0,26870.0,4.407135362,59.037
OA,Oceania,AUS,Australia,2002,Male,1813,2.63985556,17.50701968,18.5625235,19495210.0,396000000000.0,20301.84317,394000000000.0,28250.0,2.981574539,59.336
OA,Oceania,AUS,Australia,2002,Female,506,0.78609268,4.67235282,5.11145652,19495210.0,396000000000.0,20301.84317,394000000000.0,28250.0,2.981574539,59.336
AS,Asia,ARE,United Arab Emirates,2018,Male,121,1.93630981,1.48741754,1.81128045,9140169.0,427000000000.0,46722.26872,405000000000.0,73520.0,3.068633793,80.15
AS,Asia,ARE,United Arab Emirates,2018,Female,15,0.59171598,0.37256468,0.50836963,9140169.0,427000000000.0,46722.26872,405000000000.0,73520.0,3.068633793,80.15
OA,Oceania,AUS,Australia,2003,Male,1685,2.48012953,15.96370047,17.06597503,19720737.0,468000000000.0,23718.13385,422000000000.0,29270.0,2.732595966,59.829
OA,Oceania,AUS,Australia,2003,Female,471,0.73773573,4.35768078,4.7103773,19720737.0,468000000000.0,23718.13385,422000000000.0,29270.0,2.732595966,59.829
AS,Asia,ARE,United Arab Emirates,2019,Male,50,0.80997894,0.53232031,0.73890104,9211657.0,418000000000.0,45376.17084,426000000000.0,75200.0,-1.931081148,80.552
AS,Asia,ARE,United Arab Emirates,2019,Female,7,0.26666667,0.35802469,0.23304436,9211657.0,418000000000.0,45376.17084,426000000000.0,75200.0,-1.931081148,80.552
AS,Asia,ARE,United Arab Emirates,2020,Male,155,2.01822917,1.65336239,2.26729209,9287289.0,349000000000.0,37629.17417,386000000000.0,71070.0,-2.079403179,78.649
AS,Asia,ARE,United Arab Emirates,2020,Female,25,0.93423019,0.66871095,0.81858489,9287289.0,349000000000.0,37629.17417,386000000000.0,71070.0,-2.079403179,78.649
OA,Oceania,AUS,Australia,2004,Male,1672,2.44917091,15.45677686,16.72184108,19932722.0,615000000000.0,30836.73068,515000000000.0,30860.0,2.343255225,60.043
OA,Oceania,AUS,Australia,2004,Female,442,0.69012897,4.001978,4.36161671,19932722.0,615000000000.0,30836.73068,515000000000.0,30860.0,2.343255225,60.043
OA,Oceania,AUS,Australia,2006,Male,1624,2.36886633,14.69657091,16.03465381,20450966.0,748000000000.0,36595.70715,708000000000.0,33490.0,3.555287737,61.677
OA,Oceania,AUS,Australia,2006,Female,494,0.75786631,4.3278518,4.81166004,20450966.0,748000000000.0,36595.70715,708000000000.0,33490.0,3.555287737,61.677
OA,Oceania,AUS,Australia,2007,Male,1699,2.40757273,14.96107595,16.21875444,20827622.0,855000000000.0,41051.61207,779000000000.0,35020.0,2.327611289,62.344
OA,Oceania,AUS,Australia,2007,Female,530,0.78769414,4.55067915,5.00145089,20827622.0,855000000000.0,41051.61207,779000000000.0,35020.0,2.327611289,62.344
OA,Oceania,AUS,Australia,2008,Male,1833,2.49224996,15.69731024,17.1370505,21249199.0,1060000000000.0,49701.28178,901000000000.0,36000.0,4.35029855,62.713
OA,Oceania,AUS,Australia,2008,Female,508,0.72161141,4.30743804,4.70265127,21249199.0,1060000000000.0,49701.28178,901000000000.0,36000.0,4.35029855,62.713
OA,Oceania,AUS,Australia,2009,Male,1785,2.4681969,14.79976378,16.33065617,21691653.0,929000000000.0,42816.5674,957000000000.0,38900.0,1.771117166,61.804
OA,Oceania,AUS,Australia,2009,Female,552,0.80654588,4.51879828,5.0084504,21691653.0,929000000000.0,42816.5674,957000000000.0,38900.0,1.771117166,61.804
OA,Oceania,AUS,Australia,2010,Male,1867,2.54068913,15.23114266,16.8194501,22031750.0,1150000000000.0,52147.02419,1030000000000.0,37840.0,2.918340027,62.002
OA,Oceania,AUS,Australia,2010,Female,553,0.79012416,4.49389722,4.93870337,22031750.0,1150000000000.0,52147.02419,1030000000000.0,37840.0,2.918340027,62.002
OA,Oceania,AUS,Australia,2011,Male,1812,2.40541617,14.812703,16.29755229,22340024.0,1400000000000.0,62609.66072,1130000000000.0,40340.0,3.303850156,62.116
OA,Oceania,AUS,Australia,2011,Female,581,0.81142985,4.73824453,5.17742713,22340024.0,1400000000000.0,62609.66072,1130000000000.0,40340.0,3.303850156,62.116
OA,Oceania,AUS,Australia,2012,Male,1930,2.58042089,15.37400347,17.06028637,22733465.0,1550000000000.0,68078.04423,1370000000000.0,41560.0,1.762780156,61.762
OA,Oceania,AUS,Australia,2012,Female,650,0.89898208,5.28707845,5.69404694,22733465.0,1550000000000.0,68078.04423,1370000000000.0,41560.0,1.762780156,61.762
OA,Oceania,AUS,Australia,2013,Male,1944,2.56525296,15.32567423,16.89613924,23128129.0,1580000000000.0,68198.41934,1530000000000.0,44790.0,2.449888641,61.283
OA,Oceania,AUS,Australia,2013,Female,666,0.92633804,5.20249905,5.73556167,23128129.0,1580000000000.0,68198.41934,1530000000000.0,44790.0,2.449888641,61.283
OA,Oceania,AUS,Australia,2014,Male,2208,2.81844756,17.13175528,18.90509369,23475686.0,1470000000000.0,62558.24388,1530000000000.0,45690.0,2.487922705,60.785
OA,Oceania,AUS,Australia,2014,Female,714,0.94897593,5.57302598,6.03818467,23475686.0,1470000000000.0,62558.24388,1530000000000.0,45690.0,2.487922705,60.785
EU,Europe,AUT,Austria,1991,Male,1299,3.36188825,30.25672751,34.90645259,7754891.0,174000000000.0,22410.91177,169000000000.0,20600.0,3.337427035,53.93
EU,Europe,AUT,Austria,1991,Female,470,1.0493648,8.94047218,11.65236484,7754891.0,174000000000.0,22410.91177,169000000000.0,20600.0,3.337427035,53.93
AS,Asia,ARM,Armenia,2015,Male,55,0.3845616,3.38989447,3.83517131,2878595.0,10553337518.0,3666.141822,11738591315.0,10540.0,3.731691193,54.069
AS,Asia,ARM,Armenia,2015,Female,19,0.13995286,0.96891802,1.20981119,2878595.0,10553337518.0,3666.141822,11738591315.0,10540.0,3.731691193,54.069
AS,Asia,ARM,Armenia,2016,Male,53,0.364612,3.3264545,3.72215582,2865835.0,10546136236.0,3679.952347,11045672827.0,11220.0,-1.403607559,53.979
AS,Asia,ARM,Armenia,2016,Female,14,0.10226443,0.67298705,0.89259642,2865835.0,10546136236.0,3679.952347,11045672827.0,11220.0,-1.403607559,53.979
AS,Asia,ARM,Armenia,2017,Male,38,0.27458631,2.24503109,2.75711954,2851923.0,11527458709.0,4041.995071,11621380669.0,12950.0,0.969553269,53.807
AS,Asia,ARM,Armenia,2017,Female,6,0.04516032,0.68813947,0.39096327,2851923.0,11527458709.0,4041.995071,11621380669.0,12950.0,0.969553269,53.807
AS,Asia,ARM,Armenia,2018,Male,46,0.35327548,2.81367094,3.27410291,2836557.0,12457940695.0,4391.92327,12521390581.0,13770.0,2.52023382,53.592
AS,Asia,ARM,Armenia,2018,Female,13,0.10212097,0.65835717,0.83118291,2836557.0,12457940695.0,4391.92327,12521390581.0,13770.0,2.52023382,53.592
AS,Asia,ARM,Armenia,2019,Male,43,0.32130315,2.65108269,3.07281573,2820602.0,13619290539.0,4828.504886,13769456394.0,15120.0,1.443446608,55.218
AS,Asia,ARM,Armenia,2019,Female,6,0.04686768,0.33526084,0.38384916,2820602.0,13619290539.0,4828.504886,13769456394.0,15120.0,1.443446608,55.218
AS,Asia,ARM,Armenia,2020,Male,34,0.16973691,2.1727398,2.43946713,2805608.0,12641698583.0,4505.867742,12535906962.0,13890.0,1.211435778,54.556
AS,Asia,ARM,Armenia,2020,Female,7,0.0433732,0.27806037,0.44600561,2805608.0,12641698583.0,4505.867742,12535906962.0,13890.0,1.211435778,54.556
EU,Europe,AUT,Austria,1992,Male,1282,3.32917835,29.63924482,34.0062251,7840709.0,195000000000.0,24880.16412,192000000000.0,21350.0,4.0208478,54.558
EU,Europe,AUT,Austria,1992,Female,477,1.06821337,9.23986846,11.71756684,7840709.0,195000000000.0,24880.16412,192000000000.0,21350.0,4.0208478,54.558
AS,Asia,ARM,Armenia,2021,Male,42,0.24313998,2.61693646,3.00861107,2790974.0,13878908629.0,4972.783204,13548071334.0,15220.0,7.184836294,56.445
AS,Asia,ARM,Armenia,2021,Female,11,0.06427486,0.52155941,0.69968546,2790974.0,13878908629.0,4972.783204,13548071334.0,15220.0,7.184836294,56.445
AS,Asia,ARM,Armenia,2022,Male,36,0.26119132,2.28528413,2.5690962,2780469.0,19513474648.0,7018.051504,16574298012.0,18140.0,8.64091109,56.548
AS,Asia,ARM,Armenia,2022,Female,11,0.08521187,0.63659175,0.70154046,2780469.0,19513474648.0,7018.051504,16574298012.0,18140.0,8.64091109,56.548
EU,Europe,AUT,Austria,1993,Male,1244,3.25458494,28.44447714,32.67607321,7905633.0,190000000000.0,24081.52779,197000000000.0,21790.0,3.631785249,54.281
EU,Europe,AUT,Austria,1993,Female,460,1.03851537,8.65177897,11.2234404,7905633.0,190000000000.0,24081.52779,197000000000.0,21790.0,3.631785249,54.281
EU,Europe,AUT,Austria,1994,Male,1285,3.45022017,29.27144576,33.58559557,7936118.0,204000000000.0,25646.70066,207000000000.0,22680.0,2.953409368,56.969
EU,Europe,AUT,Austria,1994,Female,491,1.13029466,9.33760183,11.94625984,7936118.0,204000000000.0,25646.70066,207000000000.0,22680.0,2.953409368,56.969
EU,Europe,AUT,Austria,1995,Male,1333,3.54144527,30.26078946,34.76718635,7948278.0,241000000000.0,30325.84958,224000000000.0,23610.0,2.243366315,56.845
EU,Europe,AUT,Austria,1995,Female,455,1.04523213,8.1146368,11.05925012,7948278.0,241000000000.0,30325.84958,224000000000.0,23610.0,2.243366315,56.845
EU,Europe,AUT,Austria,1996,Male,1336,3.58484491,29.79045696,34.78728202,7959017.0,237000000000.0,29809.07677,240000000000.0,24550.0,1.860971158,55.724
EU,Europe,AUT,Austria,1996,Female,443,1.01787602,7.74711973,10.75625976,7959017.0,237000000000.0,29809.07677,240000000000.0,24550.0,1.860971158,55.724
EU,Europe,AUT,Austria,1997,Male,1175,3.17387429,26.34578972,30.54993523,7968041.0,213000000000.0,26705.4786,236000000000.0,25310.0,1.305978572,55.43
EU,Europe,AUT,Austria,1997,Female,417,0.98323548,7.60688266,10.1167453,7968041.0,213000000000.0,26705.4786,236000000000.0,25310.0,1.305978572,55.43
EU,Europe,AUT,Austria,1998,Male,1177,3.23511627,26.17393738,30.55423884,7976789.0,218000000000.0,27361.87511,223000000000.0,26510.0,0.922467197,55.601
EU,Europe,AUT,Austria,1998,Female,382,0.91045594,7.04968525,9.2614525,7976789.0,218000000000.0,27361.87511,223000000000.0,26510.0,0.922467197,55.601
EU,Europe,AUT,Austria,1999,Male,1126,3.13823857,24.77821689,29.15451895,7992324.0,217000000000.0,27183.47593,216000000000.0,27170.0,0.568993766,56.217
EU,Europe,AUT,Austria,1999,Female,429,1.0137051,7.65580762,10.38704955,7992324.0,217000000000.0,27183.47593,216000000000.0,27170.0,0.568993766,56.217
EU,Europe,AUT,Austria,2000,Male,1156,3.28306495,25.11892726,29.83443694,8011566.0,197000000000.0,24625.60072,215000000000.0,29130.0,2.344862854,55.957
EU,Europe,AUT,Austria,2000,Female,432,1.03923597,7.8119962,10.44273069,8011566.0,197000000000.0,24625.60072,215000000000.0,29130.0,2.344862854,55.957
OA,Oceania,AUS,Australia,2015,Male,2329,2.86364195,17.87539271,19.69114411,23815995.0,1350000000000.0,56758.8692,1440000000000.0,45350.0,1.508366722,61.07
OA,Oceania,AUS,Australia,2015,Female,764,0.98299066,5.8781953,6.37285737,23815995.0,1350000000000.0,56758.8692,1440000000000.0,45350.0,1.508366722,61.07
